compression,gamma,task,step,accepted,acceptance_rate,tokens_produced,mean_draft_entropy,mean_draft_confidence,max_draft_entropy,min_draft_confidence
int8,2,code,7,0,0.0,1,1.0423,0.6865,1.5532,0.466
int8,2,code,8,2,1.0,3,0.3673,0.9503,0.3698,0.9416
int8,2,code,9,2,1.0,3,0.4594,0.909,0.8785,0.8213
int8,2,code,10,2,1.0,3,0.8174,0.8634,1.6311,0.7271
int8,2,code,11,2,1.0,3,0.139,0.9767,0.272,0.9538
int8,2,code,12,2,1.0,3,0.1519,0.9774,0.2884,0.9561
int8,2,code,13,2,1.0,3,0.244,0.9498,0.465,0.9018
int8,2,code,14,2,1.0,3,0.0349,0.9967,0.0696,0.9933
int8,2,code,15,2,1.0,3,0.0013,0.9999,0.0022,0.9999
int8,2,code,16,2,1.0,3,0.0927,0.9862,0.1849,0.9725
int8,2,code,17,2,1.0,3,0.1932,0.9629,0.382,0.9262
int8,2,code,18,2,1.0,3,0.8047,0.7391,0.9463,0.6439
int8,2,code,19,2,1.0,3,0.3248,0.9452,0.5897,0.8962
int8,2,code,20,2,1.0,3,0.1558,0.9775,0.2937,0.9564
int8,2,code,21,1,0.5,2,0.9327,0.7618,1.2569,0.6591
int8,2,code,22,2,1.0,3,0.0717,0.9911,0.1192,0.9846
int8,2,code,23,2,1.0,3,0.0098,0.9992,0.0176,0.9986
int8,2,code,24,2,1.0,3,0.5588,0.7596,0.9972,0.5351
int8,2,code,25,2,1.0,3,0.4942,0.8303,0.9875,0.6607
int8,2,code,26,2,1.0,3,0.0148,0.9987,0.0227,0.9978
int8,2,code,27,2,1.0,3,0.0083,0.9993,0.0157,0.9987
int8,2,code,28,2,1.0,3,0.0041,0.9997,0.0062,0.9996
int8,2,code,29,1,1.0,2,0.0958,0.9879,0.0958,0.9879
int8,2,code,0,0,0.0,1,1.6526,0.6631,2.4771,0.4138
int8,2,code,1,0,0.0,1,0.9202,0.7457,1.8393,0.4915
int8,2,code,2,1,0.5,2,2.1974,0.585,2.9611,0.3842
int8,2,code,3,0,0.0,1,2.0175,0.4719,2.8188,0.3593
int8,2,code,4,2,1.0,3,0.4053,0.9527,0.6103,0.9247
int8,2,code,5,2,1.0,3,0.5695,0.9022,0.7047,0.8808
int8,2,code,6,2,1.0,3,0.1899,0.9786,0.2186,0.9766
int8,2,code,7,2,1.0,3,0.4651,0.8927,0.8562,0.7936
int8,2,code,8,2,1.0,3,0.3886,0.9461,0.777,0.8923
int8,2,code,9,1,0.5,2,1.5037,0.6309,2.5015,0.3349
int8,2,code,10,2,1.0,3,1.2374,0.8242,2.463,0.6493
int8,2,code,11,2,1.0,3,0.0035,0.9998,0.0042,0.9997
int8,2,code,12,2,1.0,3,0.0008,1.0,0.0015,0.9999
int8,2,code,13,2,1.0,3,1.2127,0.6796,1.3618,0.5605
int8,2,code,14,2,1.0,3,0.0336,0.9963,0.067,0.9926
int8,2,code,15,2,1.0,3,0.017,0.9988,0.0194,0.9986
int8,2,code,16,2,1.0,3,0.0013,0.9999,0.002,0.9999
int8,2,code,17,2,1.0,3,0.219,0.9617,0.3985,0.9262
int8,2,code,18,2,1.0,3,0.0914,0.9891,0.1798,0.9785
int8,2,code,19,2,1.0,3,0.025,0.9974,0.0449,0.9952
int8,2,code,20,2,1.0,3,0.0787,0.9894,0.1465,0.9796
int8,2,code,21,2,1.0,3,0.0076,0.9994,0.0153,0.9988
int8,2,code,22,2,1.0,3,0.7065,0.7958,1.3909,0.5937
int8,2,code,23,2,1.0,3,0.0004,1.0,0.0008,1.0
int8,2,code,24,2,1.0,3,0.0002,1.0,0.0003,1.0
int8,2,code,25,2,1.0,3,0.6618,0.7838,1.3236,0.5675
int8,2,code,26,2,1.0,3,0.2395,0.9614,0.4785,0.9229
int8,2,code,27,2,1.0,3,0.0332,0.9961,0.0659,0.9923
int8,2,code,28,2,1.0,3,0.1233,0.9857,0.2461,0.9715
int8,2,code,29,1,1.0,2,0.5077,0.8885,0.5077,0.8885
int8,2,code,0,0,0.0,1,3.3299,0.5046,3.715,0.4722
int8,2,code,1,0,0.0,1,4.2563,0.5778,7.5202,0.2599
int8,2,code,2,0,0.0,1,2.73,0.6691,4.0384,0.5705
int8,2,code,3,2,1.0,3,1.3366,0.7632,2.6602,0.5269
int8,2,code,4,1,0.5,2,0.9447,0.6881,1.1642,0.5315
int8,2,code,5,1,0.5,2,1.8898,0.648,2.849,0.5667
int8,2,code,6,1,0.5,2,2.9371,0.3874,3.8334,0.281
int8,2,code,7,1,0.5,2,0.7794,0.7843,1.5053,0.574
int8,2,code,8,1,0.5,2,1.1733,0.7487,1.735,0.6301
int8,2,code,9,0,0.0,1,3.5065,0.4594,4.0739,0.3372
int8,2,code,10,0,0.0,1,1.8691,0.6891,2.7079,0.5033
int8,2,code,11,2,1.0,3,0.8828,0.8961,1.6792,0.7993
int8,2,code,12,2,1.0,3,0.0072,0.9996,0.0088,0.9995
int8,2,code,13,2,1.0,3,0.1766,0.9703,0.3523,0.9406
int8,2,code,14,2,1.0,3,1.4223,0.6881,1.9267,0.4988
int8,2,code,15,2,1.0,3,0.4849,0.8943,0.967,0.7887
int8,2,code,16,2,1.0,3,0.5732,0.9092,0.8822,0.86
int8,2,code,17,2,1.0,3,0.34,0.9531,0.5542,0.9184
int8,2,code,18,1,0.5,2,1.1753,0.7505,2.2033,0.5182
int8,2,code,19,2,1.0,3,0.0766,0.9941,0.1129,0.9906
int8,2,code,20,2,1.0,3,0.2855,0.9509,0.5649,0.9022
int8,2,code,21,2,1.0,3,0.2191,0.9841,0.3098,0.9786
int8,2,code,22,2,1.0,3,0.3877,0.9341,0.6209,0.8857
int8,2,code,23,2,1.0,3,1.7788,0.6311,2.5072,0.3943
int8,2,code,24,2,1.0,3,1.108,0.6834,1.4345,0.5812
int8,2,code,25,2,1.0,3,1.1221,0.8375,2.0974,0.6889
int8,2,code,26,2,1.0,3,0.0047,0.9998,0.0083,0.9996
int8,2,code,27,2,1.0,3,1.2725,0.781,2.5443,0.562
int8,2,code,28,2,1.0,3,1.5257,0.6575,3.0489,0.3152
int8,2,code,29,2,1.0,3,0.3682,0.901,0.7264,0.8027
int8,2,code,30,2,1.0,3,1.0384,0.8549,2.0731,0.7101
int8,2,code,31,2,1.0,3,0.0168,0.9992,0.0286,0.9987
int8,2,math,0,0,0.0,1,3.6851,0.4637,5.3144,0.2207
int8,2,math,1,0,0.0,1,2.3543,0.7003,4.4918,0.4258
int8,2,math,2,2,1.0,3,0.0001,1.0,0.0001,1.0
int8,2,math,3,1,0.5,2,1.3395,0.7026,2.6622,0.4067
int8,2,math,4,2,1.0,3,0.1007,0.9849,0.1997,0.9698
int8,2,math,5,2,1.0,3,0.6286,0.7676,1.2471,0.5358
int8,2,math,6,2,1.0,3,0.5026,0.7693,1.0023,0.5388
int8,2,math,7,2,1.0,3,0.0754,0.9898,0.15,0.9796
int8,2,math,8,2,1.0,3,0.0001,1.0,0.0001,1.0
int8,2,math,9,2,1.0,3,0.0001,1.0,0.0001,1.0
int8,2,math,10,2,1.0,3,0.3328,0.9161,0.6654,0.8323
int8,2,math,11,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,12,2,1.0,3,0.517,0.8519,1.0287,0.7042
int8,2,math,13,2,1.0,3,0.0005,1.0,0.0007,1.0
int8,2,math,14,2,1.0,3,0.4337,0.9089,0.8674,0.8178
int8,2,math,15,2,1.0,3,1.2287,0.5747,1.5226,0.4982
int8,2,math,16,2,1.0,3,0.426,0.9298,0.5074,0.9112
int8,2,math,17,0,0.0,1,0.5458,0.8261,0.9336,0.6742
int8,2,math,18,1,0.5,2,0.7102,0.7532,1.402,0.508
int8,2,math,19,1,0.5,2,1.2045,0.6013,1.205,0.5538
int8,2,math,20,2,1.0,3,0.0009,0.9999,0.0016,0.9999
int8,2,math,21,2,1.0,3,0.0014,0.9999,0.0026,0.9998
int8,2,math,22,2,1.0,3,0.0069,0.9994,0.0133,0.9988
int8,2,math,23,2,1.0,3,1.0077,0.8032,1.0202,0.7783
int8,2,math,24,2,1.0,3,0.1542,0.9763,0.3081,0.9526
int8,2,math,25,2,1.0,3,0.3091,0.9239,0.6175,0.8478
int8,2,math,26,2,1.0,3,0.0001,1.0,0.0003,1.0
int8,2,math,27,2,1.0,3,0.3161,0.936,0.6321,0.872
int8,2,math,28,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,29,2,1.0,3,0.6846,0.7399,1.3691,0.4799
int8,2,math,0,0,0.0,1,3.8928,0.3607,4.1051,0.2502
int8,2,math,1,2,1.0,3,0.1147,0.9906,0.2294,0.9813
int8,2,math,2,2,1.0,3,0.0163,0.9983,0.0326,0.9967
int8,2,math,3,2,1.0,3,0.92,0.7369,1.8393,0.4738
int8,2,math,4,2,1.0,3,0.5076,0.9007,0.6713,0.8517
int8,2,math,5,2,1.0,3,0.727,0.7806,1.454,0.5612
int8,2,math,6,2,1.0,3,0.5389,0.8918,0.6961,0.8372
int8,2,math,7,2,1.0,3,0.0038,0.9997,0.0043,0.9997
int8,2,math,8,0,0.0,1,0.5266,0.7693,1.0376,0.5401
int8,2,math,9,2,1.0,3,0.5749,0.91,1.1481,0.8202
int8,2,math,10,2,1.0,3,0.2762,0.938,0.537,0.8775
int8,2,math,11,2,1.0,3,0.3981,0.8852,0.7961,0.7703
int8,2,math,12,2,1.0,3,0.0004,1.0,0.0006,1.0
int8,2,math,13,2,1.0,3,0.5628,0.8316,1.1161,0.6639
int8,2,math,14,2,1.0,3,0.3378,0.9138,0.6606,0.8289
int8,2,math,15,2,1.0,3,0.4734,0.8862,0.9467,0.7725
int8,2,math,16,2,1.0,3,0.0199,0.998,0.0387,0.9961
int8,2,math,17,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,18,2,1.0,3,0.0315,0.9963,0.0628,0.9926
int8,2,math,19,2,1.0,3,0.0003,1.0,0.0003,1.0
int8,2,math,20,2,1.0,3,0.0001,1.0,0.0002,1.0
int8,2,math,21,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,22,2,1.0,3,0.0637,0.9918,0.1275,0.9835
int8,2,math,23,2,1.0,3,0.6469,0.7465,1.1995,0.5028
int8,2,math,24,1,0.5,2,0.4452,0.8684,0.8902,0.7368
int8,2,math,25,2,1.0,3,0.3494,0.9399,0.5589,0.894
int8,2,math,26,2,1.0,3,0.2316,0.9539,0.459,0.9081
int8,2,math,27,2,1.0,3,0.8008,0.8283,0.914,0.792
int8,2,math,28,1,1.0,2,0.0004,1.0,0.0004,1.0
int8,2,math,0,2,1.0,3,3.2794,0.536,5.7299,0.1567
int8,2,math,1,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,2,0,0.0,1,0.8859,0.8248,1.7642,0.6501
int8,2,math,3,1,0.5,2,0.7981,0.7617,1.5918,0.5237
int8,2,math,4,1,0.5,2,0.8688,0.7505,1.7255,0.5018
int8,2,math,5,0,0.0,1,0.9758,0.6514,1.0022,0.5155
int8,2,math,6,2,1.0,3,0.2962,0.9484,0.5919,0.8969
int8,2,math,7,2,1.0,3,0.6657,0.8103,1.3314,0.6206
int8,2,math,8,2,1.0,3,0.0734,0.9897,0.1434,0.9797
int8,2,math,9,2,1.0,3,0.0001,1.0,0.0002,1.0
int8,2,math,10,2,1.0,3,0.0004,1.0,0.0008,1.0
int8,2,math,11,2,1.0,3,1.0247,0.7678,1.998,0.5406
int8,2,math,12,0,0.0,1,0.8857,0.7099,1.7494,0.4218
int8,2,math,13,2,1.0,3,0.1247,0.9795,0.248,0.9591
int8,2,math,14,2,1.0,3,0.7263,0.7285,1.4483,0.4572
int8,2,math,15,2,1.0,3,0.1534,0.9776,0.3064,0.9552
int8,2,math,16,2,1.0,3,0.0001,1.0,0.0001,1.0
int8,2,math,17,2,1.0,3,0.1709,0.9692,0.3379,0.9386
int8,2,math,18,2,1.0,3,0.0354,0.9964,0.07,0.9928
int8,2,math,19,2,1.0,3,0.027,0.9971,0.0495,0.9945
int8,2,math,20,2,1.0,3,0.0091,0.9992,0.0183,0.9984
int8,2,math,21,2,1.0,3,0.0005,1.0,0.0009,0.9999
int8,2,math,22,2,1.0,3,0.3825,0.9137,0.765,0.8275
int8,2,math,23,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,24,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,25,2,1.0,3,0.0002,1.0,0.0002,1.0
int8,2,math,26,2,1.0,3,0.0003,1.0,0.0006,1.0
int8,2,math,27,2,1.0,3,0.0004,1.0,0.0007,1.0
int8,2,math,28,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,29,1,1.0,2,0.6999,0.8184,0.6999,0.8184
int8,2,math,0,2,1.0,3,2.8055,0.5891,5.2598,0.2092
int8,2,math,1,2,1.0,3,0.0003,1.0,0.0006,1.0
int8,2,math,2,2,1.0,3,1.2965,0.7102,2.5922,0.4204
int8,2,math,3,2,1.0,3,0.025,0.9976,0.0491,0.9952
int8,2,math,4,2,1.0,3,0.0149,0.9985,0.0299,0.997
int8,2,math,5,2,1.0,3,0.4868,0.8175,0.9723,0.6351
int8,2,math,6,2,1.0,3,0.9443,0.7015,1.8885,0.4029
int8,2,math,7,2,1.0,3,0.3226,0.9297,0.5691,0.8683
int8,2,math,8,2,1.0,3,0.292,0.9402,0.5824,0.8806
int8,2,math,9,2,1.0,3,0.0009,1.0,0.0015,0.9999
int8,2,math,10,2,1.0,3,0.9895,0.7343,1.9788,0.4687
int8,2,math,11,2,1.0,3,0.0019,0.9999,0.0038,0.9997
int8,2,math,12,2,1.0,3,0.285,0.9334,0.5699,0.8668
int8,2,math,13,2,1.0,3,0.0005,1.0,0.0006,1.0
int8,2,math,14,2,1.0,3,0.0039,0.9997,0.0066,0.9995
int8,2,math,15,2,1.0,3,0.0897,0.9868,0.1791,0.9737
int8,2,math,16,2,1.0,3,0.0001,1.0,0.0002,1.0
int8,2,math,17,2,1.0,3,0.2434,0.9553,0.4866,0.9106
int8,2,math,18,2,1.0,3,0.0,1.0,0.0001,1.0
int8,2,math,19,2,1.0,3,0.9189,0.7886,1.8377,0.5773
int8,2,math,20,2,1.0,3,0.4105,0.9366,0.4266,0.9302
int8,2,math,21,2,1.0,3,0.4675,0.829,0.935,0.6581
int8,2,math,22,2,1.0,3,0.8157,0.7754,1.404,0.5808
int8,2,math,23,2,1.0,3,0.3009,0.9487,0.3101,0.9459
int8,2,math,24,2,1.0,3,0.4095,0.873,0.8189,0.7461
int8,2,math,25,2,1.0,3,0.0038,0.9997,0.0051,0.9996
int8,2,math,26,2,1.0,3,0.0059,0.9995,0.0113,0.9991
int8,2,math,0,0,0.0,1,5.0531,0.1899,5.7449,0.1566
int8,2,math,1,2,1.0,3,0.2862,0.9672,0.5722,0.9345
int8,2,math,2,2,1.0,3,0.0698,0.9903,0.1396,0.9805
int8,2,math,3,2,1.0,3,0.4418,0.9225,0.8449,0.8484
int8,2,math,4,2,1.0,3,1.9447,0.4904,2.4288,0.4407
int8,2,math,5,0,0.0,1,1.1092,0.6692,1.1811,0.5667
int8,2,math,6,2,1.0,3,1.1482,0.6689,1.2975,0.5999
int8,2,math,7,2,1.0,3,0.0091,0.9993,0.0181,0.9985
int8,2,math,8,2,1.0,3,0.7583,0.8464,1.5161,0.6928
int8,2,math,9,2,1.0,3,0.0008,1.0,0.0015,0.9999
int8,2,math,10,2,1.0,3,0.0983,0.9887,0.1371,0.9835
int8,2,math,11,1,0.5,2,0.9152,0.6521,1.0722,0.5194
int8,2,math,12,2,1.0,3,0.3339,0.9226,0.665,0.8454
int8,2,math,13,0,0.0,1,0.7768,0.8204,1.0662,0.7092
int8,2,math,14,2,1.0,3,1.1972,0.6673,1.374,0.5347
int8,2,math,15,2,1.0,3,0.1129,0.9824,0.22,0.9652
int8,2,math,16,1,0.5,2,0.7191,0.7571,1.1614,0.56
int8,2,math,17,1,0.5,2,0.8366,0.7769,1.599,0.5609
int8,2,math,18,2,1.0,3,0.0138,0.9987,0.0254,0.9975
int8,2,math,19,2,1.0,3,0.0006,1.0,0.0012,0.9999
int8,2,math,20,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,21,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,22,2,1.0,3,0.0,1.0,0.0,1.0
int8,2,math,23,2,1.0,3,0.5135,0.7761,1.022,0.5526
int8,2,math,24,2,1.0,3,0.0001,1.0,0.0002,1.0
int8,2,math,25,2,1.0,3,1.0421,0.7203,1.1639,0.6022
int8,2,math,26,1,0.5,2,0.5303,0.7596,1.0605,0.5191
int8,2,math,27,2,1.0,3,0.7492,0.7999,0.8666,0.7208
int8,2,math,28,2,1.0,3,1.213,0.6234,1.6845,0.4171
int8,2,math,29,2,1.0,3,0.6403,0.8287,0.8074,0.7572
int8,2,chat,0,0,0.0,1,3.4985,0.3266,5.2166,0.1926
int8,2,chat,1,1,0.5,2,3.7965,0.4982,5.8293,0.2201
int8,2,chat,2,2,1.0,3,2.2667,0.5763,3.2205,0.4694
int8,2,chat,3,2,1.0,3,3.1876,0.5285,4.2139,0.4061
int8,2,chat,4,2,1.0,3,0.9899,0.827,1.9308,0.6592
int8,2,chat,5,1,0.5,2,4.2619,0.2157,5.2668,0.1428
int8,2,chat,6,2,1.0,3,0.2409,0.9694,0.3063,0.9592
int8,2,chat,7,2,1.0,3,0.4856,0.9285,0.9551,0.8581
int8,2,chat,8,2,1.0,3,1.0037,0.7754,1.0459,0.6725
int8,2,chat,9,1,0.5,2,0.8866,0.8053,1.7658,0.611
int8,2,chat,10,2,1.0,3,2.1968,0.6461,2.3439,0.4884
int8,2,chat,11,2,1.0,3,0.4057,0.8824,0.8055,0.7652
int8,2,chat,12,2,1.0,3,0.6403,0.7708,0.9846,0.5812
int8,2,chat,13,0,0.0,1,0.662,0.8477,1.075,0.7331
int8,2,chat,14,2,1.0,3,0.6509,0.8274,1.2404,0.6599
int8,2,chat,15,1,0.5,2,1.2518,0.6651,1.5931,0.5598
int8,2,chat,16,2,1.0,3,1.2394,0.7878,2.0963,0.6417
int8,2,chat,17,2,1.0,3,1.0375,0.773,1.5992,0.6165
int8,2,chat,18,2,1.0,3,1.2538,0.7411,1.9984,0.5612
int8,2,chat,19,2,1.0,3,0.2237,0.9719,0.3165,0.9554
int8,2,chat,20,2,1.0,3,0.0193,0.9983,0.0376,0.9966
int8,2,chat,21,2,1.0,3,0.0005,1.0,0.0009,0.9999
int8,2,chat,22,2,1.0,3,0.1834,0.9779,0.2903,0.9626
int8,2,chat,23,2,1.0,3,0.0394,0.9958,0.0783,0.9917
int8,2,chat,24,2,1.0,3,1.2562,0.773,2.4768,0.549
int8,2,chat,25,2,1.0,3,0.6668,0.8816,1.3336,0.7631
int8,2,chat,26,2,1.0,3,0.9103,0.7428,1.052,0.7061
int8,2,chat,27,2,1.0,3,0.1402,0.9843,0.2747,0.9689
int8,2,chat,28,2,1.0,3,0.0001,1.0,0.0001,1.0
int8,2,chat,29,1,1.0,2,2.0731,0.5056,2.0731,0.5056
int8,2,chat,0,2,1.0,3,1.2224,0.8371,1.2777,0.8188
int8,2,chat,1,1,0.5,2,2.3949,0.6308,4.0019,0.3763
int8,2,chat,2,2,1.0,3,3.3429,0.3871,3.4551,0.3496
int8,2,chat,3,2,1.0,3,1.3715,0.7858,2.1994,0.6295
int8,2,chat,4,0,0.0,1,1.636,0.6465,3.1572,0.3045
int8,2,chat,5,2,1.0,3,0.2837,0.9583,0.3862,0.9424
int8,2,chat,6,2,1.0,3,1.2051,0.7369,2.2899,0.4841
int8,2,chat,7,1,0.5,2,3.6692,0.238,4.0714,0.2027
int8,2,chat,8,2,1.0,3,0.6608,0.9232,1.3155,0.8468
int8,2,chat,9,0,0.0,1,2.8055,0.6021,3.7515,0.5211
int8,2,chat,10,2,1.0,3,2.7609,0.6968,4.9084,0.4986
int8,2,chat,11,0,0.0,1,1.1403,0.7473,1.1642,0.7124
int8,2,chat,12,2,1.0,3,1.1128,0.7878,1.5357,0.655
int8,2,chat,13,2,1.0,3,0.0074,0.9995,0.0129,0.9991
int8,2,chat,14,2,1.0,3,1.3618,0.7314,2.6168,0.4725
int8,2,chat,15,2,1.0,3,1.4873,0.6752,2.4026,0.4333
int8,2,chat,16,2,1.0,3,0.2175,0.9741,0.4096,0.9501
int8,2,chat,17,2,1.0,3,0.4565,0.9158,0.533,0.8843
int8,2,chat,18,2,1.0,3,0.7445,0.8437,1.4629,0.6891
int8,2,chat,19,2,1.0,3,0.4828,0.8449,0.9649,0.6899
int8,2,chat,20,2,1.0,3,0.0381,0.9969,0.0733,0.994
int8,2,chat,21,1,0.5,2,1.2074,0.7211,2.4146,0.4422
int8,2,chat,22,2,1.0,3,2.5986,0.5584,3.2478,0.5155
int8,2,chat,23,2,1.0,3,1.6507,0.6939,2.903,0.4326
int8,2,chat,24,0,0.0,1,2.6918,0.483,2.7848,0.4362
int8,2,chat,25,2,1.0,3,2.2776,0.4893,2.7516,0.2979
int8,2,chat,26,2,1.0,3,0.4082,0.9433,0.4302,0.939
int8,2,chat,27,2,1.0,3,0.8889,0.8108,1.7483,0.6243
int8,2,chat,28,1,0.5,2,2.3026,0.4967,2.8708,0.3834
int8,2,chat,29,1,0.5,2,1.4068,0.6931,2.7953,0.3874
int8,2,chat,30,2,1.0,3,1.5999,0.7134,1.8984,0.6596
int8,2,chat,0,0,0.0,1,3.1386,0.5969,6.0682,0.2207
int8,2,chat,1,2,1.0,3,1.8927,0.635,3.204,0.3776
int8,2,chat,2,2,1.0,3,1.6777,0.7426,3.1323,0.5114
int8,2,chat,3,1,0.5,2,0.7284,0.7814,1.4175,0.5658
int8,2,chat,4,2,1.0,3,1.8899,0.461,2.1977,0.444
int8,2,chat,5,2,1.0,3,1.3444,0.736,1.825,0.5987
int8,2,chat,6,2,1.0,3,1.1282,0.7498,1.2574,0.6931
int8,2,chat,7,2,1.0,3,0.8643,0.8144,1.5757,0.6405
int8,2,chat,8,2,1.0,3,0.8727,0.8562,1.735,0.713
int8,2,chat,9,2,1.0,3,0.3532,0.9375,0.5884,0.8901
int8,2,chat,10,2,1.0,3,0.2593,0.9427,0.5186,0.8854
int8,2,chat,11,0,0.0,1,0.9219,0.8467,1.7582,0.7026
int8,2,chat,12,2,1.0,3,0.5654,0.9252,1.1254,0.8508
int8,2,chat,13,1,0.5,2,0.8818,0.7522,1.5751,0.5236
int8,2,chat,14,2,1.0,3,1.3576,0.6724,1.5513,0.6478
int8,2,chat,15,2,1.0,3,0.1978,0.9771,0.3076,0.962
int8,2,chat,16,2,1.0,3,0.0036,0.9997,0.0064,0.9995
int8,2,chat,17,2,1.0,3,0.3603,0.9557,0.7034,0.9127
int8,2,chat,18,2,1.0,3,0.0963,0.9876,0.1925,0.9752
int8,2,chat,19,2,1.0,3,0.1492,0.9808,0.2195,0.9699
int8,2,chat,20,2,1.0,3,0.5574,0.9081,0.6052,0.8907
int8,2,chat,21,2,1.0,3,0.002,0.9999,0.0038,0.9998
int8,2,chat,22,2,1.0,3,0.8691,0.7753,1.7153,0.552
int8,2,chat,23,2,1.0,3,0.2414,0.972,0.3384,0.9639
int8,2,chat,24,2,1.0,3,0.9783,0.819,1.955,0.638
int8,2,chat,25,2,1.0,3,0.0459,0.9963,0.0641,0.9951
int8,2,chat,26,2,1.0,3,0.7473,0.8276,1.4897,0.6555
int8,2,chat,27,2,1.0,3,0.16,0.9776,0.3184,0.9553
int8,2,chat,28,2,1.0,3,1.0808,0.793,1.9635,0.6068
int8,2,chat,0,0,0.0,1,2.9883,0.5668,5.8648,0.1407
int8,2,chat,1,0,0.0,1,4.5696,0.2213,5.2341,0.133
int8,2,chat,2,1,0.5,2,3.9982,0.4482,5.3935,0.1173
int8,2,chat,3,2,1.0,3,1.7212,0.7534,3.437,0.507
int8,2,chat,4,2,1.0,3,3.1045,0.509,3.6236,0.3818
int8,2,chat,5,0,0.0,1,2.7335,0.4791,2.8787,0.4321
int8,2,chat,6,2,1.0,3,2.4538,0.6614,3.0983,0.5263
int8,2,chat,7,1,0.5,2,2.764,0.5005,3.0023,0.4325
int8,2,chat,8,0,0.0,1,3.6708,0.5076,4.2764,0.3734
int8,2,chat,9,2,1.0,3,2.0756,0.5252,2.1837,0.5108
int8,2,chat,10,2,1.0,3,1.636,0.6085,1.8149,0.5786
int8,2,chat,11,2,1.0,3,0.3359,0.962,0.6484,0.9258
int8,2,chat,12,0,0.0,1,2.9797,0.4175,3.6565,0.2757
int8,2,chat,13,0,0.0,1,5.5245,0.206,6.8282,0.1661
int8,2,chat,14,2,1.0,3,0.7276,0.7967,1.2454,0.6183
int8,2,chat,15,2,1.0,3,0.7834,0.7612,1.5233,0.5259
int8,2,chat,16,2,1.0,3,1.2458,0.8146,1.8733,0.7532
int8,2,chat,17,1,0.5,2,2.7176,0.4705,3.458,0.4566
int8,2,chat,18,2,1.0,3,1.5165,0.809,1.8326,0.7914
int8,2,chat,19,2,1.0,3,0.2024,0.9797,0.394,0.9602
int8,2,chat,20,2,1.0,3,1.1337,0.6879,1.9409,0.4124
int8,2,chat,21,2,1.0,3,0.1854,0.9779,0.3686,0.956
int8,2,chat,22,0,0.0,1,1.6814,0.6727,1.7299,0.6262
int8,2,chat,23,2,1.0,3,1.8357,0.7465,3.6359,0.4964
int8,2,chat,24,2,1.0,3,0.9204,0.8414,1.7197,0.6919
int8,2,chat,25,0,0.0,1,3.7654,0.5045,4.3552,0.43
int8,2,chat,26,2,1.0,3,1.6835,0.7006,3.3382,0.4029
int8,2,chat,27,2,1.0,3,0.1937,0.9842,0.2956,0.977
int8,2,chat,28,2,1.0,3,0.0502,0.9956,0.0709,0.9934
int8,2,chat,29,2,1.0,3,1.1211,0.7294,2.2228,0.46
int8,2,chat,30,1,0.5,2,2.5252,0.56,2.8372,0.4018
int8,2,chat,31,2,1.0,3,0.5725,0.9052,1.1422,0.8105
int8,2,chat,32,2,1.0,3,0.2318,0.9772,0.2928,0.9719
int8,2,chat,33,1,1.0,2,1.1636,0.854,1.1636,0.854
int8,2,chat,0,0,0.0,1,4.8769,0.2239,5.9342,0.1548
int8,2,chat,1,0,0.0,1,4.2237,0.3108,5.0861,0.1782
int8,2,chat,2,2,1.0,3,1.217,0.6836,2.047,0.4412
int8,2,chat,3,0,0.0,1,2.3355,0.5237,2.7283,0.5018
int8,2,chat,4,2,1.0,3,0.5346,0.9241,1.0266,0.8514
int8,2,chat,5,2,1.0,3,2.403,0.4817,3.0712,0.4617
int8,2,chat,6,2,1.0,3,1.4218,0.7039,1.6652,0.6734
int8,2,chat,7,2,1.0,3,0.9018,0.8351,1.0261,0.8346
int8,2,chat,8,2,1.0,3,0.6114,0.9096,1.2182,0.8196
int8,2,chat,9,1,0.5,2,2.4315,0.5971,3.2119,0.507
int8,2,chat,10,2,1.0,3,0.5093,0.9024,0.9978,0.8062
int8,2,chat,11,0,0.0,1,1.2533,0.6687,2.5049,0.3375
int8,2,chat,12,2,1.0,3,0.2304,0.9707,0.3369,0.9518
int8,2,chat,13,1,0.5,2,1.7337,0.6229,2.969,0.3062
int8,2,chat,14,2,1.0,3,1.4823,0.6922,2.8891,0.3929
int8,2,chat,15,2,1.0,3,0.2796,0.9677,0.3241,0.9624
int8,2,chat,16,1,0.5,2,2.1633,0.4557,2.5003,0.3918
int8,2,chat,17,0,0.0,1,3.2342,0.3158,4.324,0.2605
int8,2,chat,18,0,0.0,1,4.4244,0.2853,4.8595,0.2517
int8,2,chat,19,2,1.0,3,1.2169,0.8259,2.4274,0.6521
int8,2,chat,20,2,1.0,3,1.2461,0.7445,2.486,0.4894
int8,2,chat,21,1,0.5,2,1.9397,0.6675,2.3422,0.6057
int8,2,chat,22,2,1.0,3,1.4516,0.7094,1.7839,0.6246
